"database_id","scientificName","family","subfamily","genus","subgenus","subspecies","species","specificEpithet","infraspecificEpithet","acceptedNameUsage","taxonRank","scientificNameAuthorship","identificationQualifier","higherClassification","identificationReferences","typeStatus","previousIdentifications","verbatimIdentification","identifiedBy","dateIdentified","decimalLatitude","decimalLongitude","verbatimLatitude","verbatimLongitude","verbatimElevation","stateProvince","country","continent","locality","island","county","municipality","level0Gid","level0Name","level1Gid","level1Name","license","issue","eventDate","eventTime","startDayOfYear","endDayOfYear","day","month","year","basisOfRecord","type","occurrenceStatus","recordNumber","recordedBy","eventID","samplingProtocol","samplingEffort","individualCount","organismQuantity","coordinatePrecision","coordinateUncertaintyInMeters","spatiallyValid","catalogNumber","gbifID","datasetID","institutionCode","datasetName","otherCatalogNumbers","occurrenceID","taxonKey","coreid","recordId","collectionID","associatedSequences","verbatimScientificName","verbatimEventDate","associatedTaxa","associatedOrganisms","fieldNotes","sex","rights","rightsHolder","accessRights","associatedReferences","bibliographicCitation","references","informationWithheld","isDuplicateOf","hasCoordinate","hasGeospatialIssues","assertions","occurrenceYear","id","duplicateStatus","associatedOccurrences","locationRemarks","dataSource","Location","verbatim_scientificName","idContinuity","country_suggested","countryCode","coordinates_transposed","countryMatch"
"Dorey_data_258620","Coelioxys froggatti Cockerell, 1911","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys froggatti","froggatti",NA,NA,"species","Cockerell, 1911",NA,NA,NA,NA,NA,NA,NA,NA,-28.566668,150.75,NA,NA,NA,"Queensland","Australia",NA,"Yelarbon",NA,NA,NA,NA,NA,NA,NA,"CC-BY",NA,"1959/01/01 00:00:00",NA,NA,NA,1,1,1959,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"T234196",NA,NA,"QM",NA,"2083468","urn:lsid:ozcam.taxonomy.org.au:QM.Entomology:T234196",NA,NA,NA,NA,NA,"Coelioxys froggatti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03483442-cec5-4ffe-b983-5eaf67609fb9",NA,NA,"COORDINATE_UNCERTAINTY_METERS_INVALID | FIRST_OF_MONTH | FIRST_OF_YEAR | GEODETIC_DATUM_ASSUMED_WGS84 | MISSING_GEODETICDATUM | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK | MULTIMEDIA_URI_INVALID",NA,NA,"Kept duplicate","03483442-cec5-4ffe-b983-5eaf67609fb9",NA,"ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_258798","Coelioxys froggatti Cockerell, 1911","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys froggatti","froggatti",NA,NA,"species","Cockerell, 1911",NA,"Animalia | Arthropoda | Hexapoda | Insecta | Hymenoptera | Apoidea | Megachilidae | Megachilinae",NA,NA,NA,NA,"L C. Rocha-Filho","2017-08-28",-31.9,115.85,NA,NA,NA,"Western Australia","Australia",NA,"Mt Yokine {Yokine lat/long}",NA,NA,NA,NA,NA,NA,NA,"CC0",NA,"1956/11/25 00:00:00",NA,NA,NA,25,11,1956,"PRESERVED_SPECIMEN","PhysicalObject","PRESENT",NA,"Murray, I.",NA,NA,NA,1,NA,NA,NA,TRUE,"HYM32809",NA,NA,"NMV",NA,NA,"urn:lsid:ozcam.taxonomy.org.au:NMV:Entomology:PreservedSpecimen:HYM32809",NA,NA,NA,NA,NA,"Coelioxys froggatti",NA,NA,NA,NA,NA,NA,"Museums Victoria",NA,NA,NA,NA,NA,NA,NA,NA,"COORDINATE_UNCERTAINTY_METERS_INVALID | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | RECORDED_DATE_INVALID",NA,NA,"Kept duplicate","f2a6b438-3124-41a5-81e7-c951a2ad58f6",NA,"ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_259351","Coelioxys froggatti Cockerell, 1911","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys froggatti","froggatti",NA,"Coelioxys (Coelioyxs) froggatti Cockerell, 1911","species","Cockerell, 1911",NA,NA,NA,NA,NA,NA,"Correia da Rocha Filho, Dr Léo - York University - Department of Biology",NA,-33.333,142.5,"33° 20' S","142° 30' E",NA,"New South Wales","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC-BY 3.0 (Au)",NA,"1993/11/30 00:00:00",NA,NA,NA,30,11,1993,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,"Rodd, N.W.","urn:australianmuseum.net.au:Events:1211858",NA,NA,NA,NA,0.001,1000,TRUE,"K.453696",NA,NA,"AM",NA,"ecatalogue.irn:1720044 | urn:catalog:AM:Entomology:K.453696","urn:lsid:ozcam.taxonomy.org.au:AM:Entomology:K.453696",NA,NA,NA,NA,NA,"Coelioxys froggatti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84 | MISSING_GEODETICDATUM | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK",NA,NA,"Kept duplicate",NA,"ecatalogue.LocCollectionEventLocal: ""Australia, New South Wales, Pooncarie (33° 20' S, 142° 30' E) 30/11/1993 - 30/11/1993"";","ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_254874","Coelioxys froggatti Cockerell, 1911","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys froggatti","froggatti",NA,NA,"species","Cockerell, 1911",NA,"Animalia | Arthropoda | Hexapoda | Insecta | Hymenoptera | Apoidea | Megachilidae | Megachilinae",NA,NA,NA,NA,"L C. Rocha-Filho","2017-08-28",-33.57,148.67,NA,NA,NA,"New South Wales","Australia",NA,"Canowindra",NA,NA,NA,NA,NA,NA,NA,"CC0",NA,"1956/01/01 00:00:00",NA,NA,NA,1,1,1956,"PRESERVED_SPECIMEN","PhysicalObject","PRESENT",NA,", F.E.W.",NA,NA,NA,1,NA,NA,NA,TRUE,"HYM32812",NA,NA,"NMV",NA,NA,"urn:lsid:ozcam.taxonomy.org.au:NMV:Entomology:PreservedSpecimen:HYM32812",NA,NA,NA,NA,NA,"Coelioxys froggatti",NA,NA,NA,NA,NA,NA,"Museums Victoria",NA,NA,NA,NA,NA,"07dd23b1-94fa-4766-afeb-2c929177eb3c",NA,NA,"COORDINATE_UNCERTAINTY_METERS_INVALID | FIRST_OF_YEAR | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE",NA,NA,"Kept duplicate","07dd23b1-94fa-4766-afeb-2c929177eb3c",NA,"ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_257814","Coelioxys froggatti Cockerell, 1911","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys froggatti","froggatti",NA,NA,"species","Cockerell, 1911",NA,"Animalia | Arthropoda | Hexapoda | Insecta | Hymenoptera | Apoidea | Megachilidae | Megachilinae",NA,NA,NA,NA,"L C. Rocha-Filho","2017-08-28",-35.58,143.77,NA,NA,NA,"Victoria","Australia",NA,"Lake Kangaroo",NA,NA,NA,NA,NA,NA,NA,"CC0",NA,"1948/01/01 00:00:00",NA,NA,NA,1,1,1948,"PRESERVED_SPECIMEN","PhysicalObject","PRESENT",NA,", A.T.",NA,NA,NA,1,NA,NA,NA,TRUE,"HYM32807",NA,NA,"NMV",NA,NA,"urn:lsid:ozcam.taxonomy.org.au:NMV:Entomology:PreservedSpecimen:HYM32807",NA,NA,NA,NA,NA,"Coelioxys froggatti",NA,NA,NA,NA,NA,NA,"Museums Victoria",NA,NA,NA,NA,NA,NA,NA,NA,"COORDINATE_UNCERTAINTY_METERS_INVALID | FIRST_OF_MONTH | FIRST_OF_YEAR | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | RECORDED_DATE_INVALID",NA,NA,"Kept duplicate",NA,NA,"ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_254920","Coelioxys froggatti Cockerell, 1911","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys froggatti","froggatti",NA,"Coelioxys (Coelioyxs) froggatti Cockerell, 1911","species","Cockerell, 1911",NA,NA,NA,NA,NA,NA,"Correia da Rocha Filho, Dr Léo - York University - Department of Biology",NA,-33.4736,150.2261,"33° 28' 25"" S","150° 13' 34"" E",NA,"New South Wales","Australia",NA,NA,NA,"Blue Mountains",NA,NA,NA,NA,NA,"CC-BY 3.0 (Au)",NA,"1985/01/27 00:00:00",NA,NA,NA,27,1,1985,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,"Rodd, N.W.","urn:australianmuseum.net.au:Events:1211855",NA,NA,NA,NA,1e-5,10000,TRUE,"K.453693",NA,NA,"AM",NA,"ecatalogue.irn:1719953 | urn:catalog:AM:Entomology:K.453693","urn:lsid:ozcam.taxonomy.org.au:AM:Entomology:K.453693",NA,NA,NA,NA,NA,"Coelioxys froggatti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FIRST_OF_YEAR | GEODETIC_DATUM_ASSUMED_WGS84 | MISSING_GEODETICDATUM | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK",NA,NA,"Kept duplicate",NA,"ecatalogue.LocCollectionEventLocal: ""Australia, New South Wales, Blue Mountains, Clarence (33° 28' 25"" S, 150° 13' 34"" E) 27/01/1985 - 27/01/1985"";","ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_257746","Coelioxys froggatti Cockerell, 1911","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys froggatti","froggatti",NA,NA,"species","Cockerell, 1911",NA,NA,NA,NA,NA,NA,NA,NA,-34.9489,117.915,NA,NA,NA,"Western Australia","Australia",NA,"King River, 11 km NNE Albany, WA",NA,NA,NA,NA,NA,NA,NA,"CC-BY",NA,"1987/01/14 00:00:00",NA,NA,NA,14,1,1987,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"T234202",NA,NA,"QM",NA,"2083474","urn:lsid:ozcam.taxonomy.org.au:QM.Entomology:T234202",NA,NA,NA,NA,NA,"Coelioxys froggatti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COORDINATE_UNCERTAINTY_METERS_INVALID | FIRST_OF_YEAR | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK | MULTIMEDIA_URI_INVALID",NA,NA,"Kept duplicate",NA,NA,"ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_259667","Coelioxys froggatti Cockerell, 1911","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys froggatti","froggatti",NA,NA,"species","Cockerell, 1911",NA,NA,NA,NA,NA,NA,NA,NA,-28.566668,150.75,NA,NA,NA,"Queensland","Australia",NA,"Yelarbon",NA,NA,NA,NA,NA,NA,NA,"CC-BY",NA,"1959/01/01 00:00:00",NA,NA,NA,1,1,1959,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"T234195",NA,NA,"QM",NA,"2083467","urn:lsid:ozcam.taxonomy.org.au:QM.Entomology:T234195",NA,NA,NA,NA,NA,"Coelioxys froggatti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COORDINATE_UNCERTAINTY_METERS_INVALID | FIRST_OF_MONTH | FIRST_OF_YEAR | GEODETIC_DATUM_ASSUMED_WGS84 | MISSING_GEODETICDATUM | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK | MULTIMEDIA_URI_INVALID",NA,NA,"Kept duplicate","8361e9bb-495c-4460-a573-50edb9393b9f",NA,"ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_250257","Coelioxys froggatti Cockerell, 1911","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys froggatti","froggatti",NA,"Coelioxys (Coelioyxs) froggatti Cockerell, 1911","species","Cockerell, 1911",NA,NA,NA,NA,NA,NA,"Correia da Rocha Filho, Dr Léo - York University - Department of Biology",NA,-31.64194,144.28499,"31° 38' 31"" S","144° 17' 6"" E",NA,"New South Wales","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC-BY 3.0 (Au)",NA,"1993/12/03 00:00:00",NA,NA,NA,3,12,1993,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,"Rodd, N.W.","urn:australianmuseum.net.au:Events:1208202",NA,NA,NA,NA,1e-5,10000,TRUE,"K.453697",NA,NA,"AM",NA,"ecatalogue.irn:1720067 | urn:catalog:AM:Entomology:K.453697","urn:lsid:ozcam.taxonomy.org.au:AM:Entomology:K.453697",NA,NA,NA,NA,NA,"Coelioxys froggatti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84 | MISSING_GEODETICDATUM | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK",NA,NA,"Kept duplicate",NA,"ecatalogue.LocCollectionEventLocal: ""Australia, New South Wales, 100km E of Wilcannia (31° 38' 31"" S, 144° 17' 06"" E) 03/12/1993 - 03/12/1993, Rodd, Norman W(Collector), Field Collected - Terrestrial"";","ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_248957","Coelioxys froggatti Cockerell, 1911","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys froggatti","froggatti",NA,NA,"species","Cockerell, 1911",NA,"Animalia | Arthropoda | Hexapoda | Insecta | Hymenoptera | Apoidea | Megachilidae | Megachilinae",NA,NA,NA,NA,"Dr Ken Walker - Museum Victoria",NA,-31.9,115.85,NA,NA,NA,"Western Australia","Australia",NA,"Mt Yokine {Yokine lat/long}",NA,NA,NA,NA,NA,NA,NA,"CC0",NA,"1956/12/15 00:00:00",NA,NA,NA,15,12,1956,"PRESERVED_SPECIMEN","PhysicalObject","PRESENT",NA,"Murray, I.",NA,NA,NA,1,NA,NA,NA,TRUE,"HYM32813",NA,NA,"NMV",NA,NA,"urn:lsid:ozcam.taxonomy.org.au:NMV:Entomology:PreservedSpecimen:HYM32813",NA,NA,NA,NA,NA,"Coelioxys froggatti",NA,NA,NA,NA,NA,NA,"Museums Victoria",NA,NA,NA,NA,NA,"71100083-6e0d-45d9-a0ad-280f734659b3",NA,NA,"COORDINATE_UNCERTAINTY_METERS_INVALID | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | RECORDED_DATE_INVALID",NA,NA,"Kept duplicate","71100083-6e0d-45d9-a0ad-280f734659b3",NA,"ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_257812","Coelioxys froggatti Cockerell, 1911","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys froggatti","froggatti",NA,NA,"species","Cockerell, 1911",NA,NA,NA,NA,NA,NA,NA,NA,-32.383333,116.1,NA,NA,NA,"Western Australia","Australia",NA,"Serpentine Dam Reserve via Jarrahdale",NA,NA,NA,NA,NA,NA,NA,"CC-BY",NA,"1989/02/18 00:00:00",NA,NA,NA,18,2,1989,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"T234203",NA,NA,"QM",NA,"2083475","urn:lsid:ozcam.taxonomy.org.au:QM.Entomology:T234203",NA,NA,NA,NA,NA,"Coelioxys froggatti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COORDINATE_UNCERTAINTY_METERS_INVALID | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK | MULTIMEDIA_URI_INVALID",NA,NA,"Kept duplicate",NA,NA,"ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_259905","Coelioxys froggatti Cockerell, 1911","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys froggatti","froggatti",NA,NA,"species","Cockerell, 1911",NA,"Animalia | Arthropoda | Hexapoda | Insecta | Hymenoptera | Apoidea | Megachilidae | Megachilinae",NA,NA,NA,NA,NA,NA,-31.92,116,NA,NA,NA,"Western Australia","Australia",NA,"Bushmead",NA,NA,NA,NA,NA,NA,NA,"CC0",NA,"1947/11/21 00:00:00",NA,NA,NA,21,11,1947,"PRESERVED_SPECIMEN","PhysicalObject","PRESENT",NA,", A.D.",NA,NA,NA,1,NA,NA,NA,TRUE,"HYM32801",NA,NA,"NMV",NA,NA,"urn:lsid:ozcam.taxonomy.org.au:NMV:Entomology:PreservedSpecimen:HYM32801",NA,NA,NA,NA,NA,"Coelioxys froggatti",NA,NA,NA,NA,"MALE",NA,"Museums Victoria",NA,NA,NA,NA,NA,NA,NA,NA,"COORDINATE_UNCERTAINTY_METERS_INVALID | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | RECORDED_DATE_INVALID",NA,NA,"Kept duplicate",NA,NA,"ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_18107494","Coelioxys froggatti Cockerell, 1911","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys froggatti","froggatti",NA,NA,"species","Cockerell, 1911",NA,NA,NA,NA,NA,NA,NA,NA,-31.916667,116,NA,NA,NA,"Western Australia","Australia",NA,"Western Australia Bushmead 21 11 1947",NA,NA,NA,NA,NA,NA,NA,"CC-BY",NA,"2019/11/21 00:00:00",NA,NA,NA,21,11,2019,"OCCURRENCE",NA,"PRESENT","HYM 32801",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coelioxys froggatti",NA,"host:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BASIS_OF_RECORD_INVALID | COORDINATE_UNCERTAINTY_METERS_INVALID | COUNTRY_DERIVED_FROM_COORDINATES | GEODETIC_DATUM_ASSUMED_WGS84 | MISSING_COLLECTION_DATE | MISSING_GEODETICDATUM | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK | NAME_NOT_SUPPLIED",NA,NA,"Unique",NA,NA,"ALA_Apiformes",NA,NA,FALSE,"Australia","AU",TRUE,"exact"
"Dorey_data_257538","Coelioxys froggatti Cockerell, 1911","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys froggatti","froggatti",NA,"Coelioxys (Coelioyxs) froggatti Cockerell, 1911","species","Cockerell, 1911",NA,NA,NA,NA,NA,NA,"Correia da Rocha Filho, Dr Léo - York University - Department of Biology",NA,-33.616,150.283,"33° 37' S","150° 17' E",NA,"New South Wales","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC-BY 3.0 (Au)",NA,"1983/01/04 00:00:00",NA,NA,NA,4,1,1983,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,"Rodd, N.W.","urn:australianmuseum.net.au:Events:1211856",NA,NA,NA,NA,0.001,10000,TRUE,"K.453694",NA,NA,"AM",NA,"ecatalogue.irn:1720011 | urn:catalog:AM:Entomology:K.453694","urn:lsid:ozcam.taxonomy.org.au:AM:Entomology:K.453694",NA,NA,NA,NA,NA,"Coelioxys froggatti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FIRST_OF_YEAR | GEODETIC_DATUM_ASSUMED_WGS84 | MISSING_GEODETICDATUM | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK",NA,NA,"Kept duplicate",NA,"ecatalogue.LocCollectionEventLocal: ""Australia, New South Wales, Mt. Boyce (33° 37' S, 150° 17' E) 04/01/1983 - 04/01/1983"";","ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_255467","Coelioxys froggatti Cockerell, 1911","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys froggatti","froggatti",NA,NA,"species","Cockerell, 1911",NA,"Animalia | Arthropoda | Hexapoda | Insecta | Hymenoptera | Apoidea | Megachilidae | Megachilinae",NA,NA,NA,NA,"L C. Rocha-Filho","2017-08-28",-33.57,148.67,NA,NA,NA,"New South Wales","Australia",NA,"Canowindra",NA,NA,NA,NA,NA,NA,NA,"CC0",NA,"1956/01/01 00:00:00",NA,NA,NA,1,1,1956,"PRESERVED_SPECIMEN","PhysicalObject","PRESENT",NA,", F.E.W.",NA,NA,NA,1,NA,NA,NA,TRUE,"HYM32811",NA,NA,"NMV",NA,NA,"urn:lsid:ozcam.taxonomy.org.au:NMV:Entomology:PreservedSpecimen:HYM32811",NA,NA,NA,NA,NA,"Coelioxys froggatti",NA,NA,NA,NA,NA,NA,"Museums Victoria",NA,NA,NA,NA,NA,"07dd23b1-94fa-4766-afeb-2c929177eb3c",NA,NA,"COORDINATE_UNCERTAINTY_METERS_INVALID | FIRST_OF_YEAR | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE",NA,NA,"Kept duplicate","07dd23b1-94fa-4766-afeb-2c929177eb3c",NA,"ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_247441","Coelioxys froggatti Cockerell, 1911","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys froggatti","froggatti",NA,NA,"species","Cockerell, 1911",NA,NA,NA,NA,NA,NA,NA,NA,-25.388,142.606,NA,NA,NA,"Queensland","Australia",NA,"6ml W of Windorah",NA,NA,NA,NA,NA,NA,NA,"CC-BY",NA,"1968/10/17 00:00:00",NA,NA,NA,17,10,1968,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"T234197",NA,NA,"QM",NA,"2083469","urn:lsid:ozcam.taxonomy.org.au:QM.Entomology:T234197",NA,NA,NA,NA,NA,"Coelioxys froggatti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COORDINATE_UNCERTAINTY_METERS_INVALID | GEODETIC_DATUM_ASSUMED_WGS84 | MISSING_GEODETICDATUM | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK | MULTIMEDIA_URI_INVALID",NA,NA,"Kept duplicate",NA,NA,"ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_240638","Coelioxys froggatti Cockerell, 1911","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys froggatti","froggatti",NA,NA,"species","Cockerell, 1911",NA,"Animalia | Arthropoda | Hexapoda | Insecta | Hymenoptera | Apoidea | Megachilidae | Megachilinae",NA,NA,NA,NA,"L C. Rocha-Filho","2017-08-28",-33.57,148.67,NA,NA,NA,"New South Wales","Australia",NA,"Canowindra",NA,NA,NA,NA,NA,NA,NA,"CC0",NA,"1956/01/01 00:00:00",NA,NA,NA,1,1,1956,"PRESERVED_SPECIMEN","PhysicalObject","PRESENT",NA,", F.E.W.",NA,NA,NA,1,NA,NA,NA,TRUE,"HYM32814",NA,NA,"NMV",NA,NA,"urn:lsid:ozcam.taxonomy.org.au:NMV:Entomology:PreservedSpecimen:HYM32814",NA,NA,NA,NA,NA,"Coelioxys froggatti",NA,NA,NA,NA,NA,NA,"Museums Victoria",NA,NA,NA,NA,NA,NA,NA,NA,"COORDINATE_UNCERTAINTY_METERS_INVALID | FIRST_OF_YEAR | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE",NA,NA,"Kept duplicate","28b8f7e0-6b47-4c79-9e13-a842d64eeff1|45002d79-83b6-4736-ac6f-52ae2745ad31|f9325c8e-586d-4444-836b-0790a7bf5292",NA,"ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
"Dorey_data_260708","Coelioxys froggatti Cockerell, 1911","Megachilidae","Megachilinae","Coelioxys",NA,NA,"Coelioxys froggatti","froggatti",NA,NA,"species","Cockerell, 1911",NA,NA,NA,NA,NA,NA,NA,NA,-26.65,145.433333,NA,NA,NA,"Queensland","Australia",NA,"Quilberry Creek, 106 km SW Charleville",NA,NA,NA,NA,NA,NA,NA,"CC-BY",NA,"1990/11/08 00:00:00",NA,NA,NA,8,11,1990,"PRESERVED_SPECIMEN",NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"T234204",NA,NA,"QM",NA,"2083476","urn:lsid:ozcam.taxonomy.org.au:QM.Entomology:T234204",NA,NA,NA,NA,NA,"Coelioxys froggatti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COORDINATE_UNCERTAINTY_METERS_INVALID | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK | MULTIMEDIA_URI_INVALID",NA,NA,"Kept duplicate",NA,NA,"ALA_Apiformes",NA,NA,TRUE,"Australia","AU",TRUE,"exact"
